Ensembl	baseMean	log2FoldChange	lfcSE	stat	P.Value	adj.P.Val	GeneID	Symbol
ENSG00000102794	192.4580334624876	6.507993314801726	0.7904877925945124	8.232882753877083	1.8276105487210451e-16	3.3044504156982725e-13	730249	ACOD1
ENSG00000111537	2504.6455420016323	5.562866885767257	0.7291766381351559	7.628970258830697	2.3663621680214723e-14	2.21850835404176e-11	3458	IFNG
ENSG00000148677	228.29921362128658	5.304900497847867	0.6640648284380984	7.988528033212	1.3655941671979446e-15	1.920404730793421e-12	27063	ANKRD1
ENSG00000108342	309.4261956703774	5.14107552702697	0.8606437599687073	5.973523269620752	2.3218365103445078e-9	3.061075395122423e-7	1440	CSF3
ENSG00000074410	383.1135687232705	4.966811224970207	0.6361884719670788	7.807138047649544	5.850118233951808e-15	7.0516210883820056e-12	771	CA12
ENSG00000108702	71.50867148536115	4.717369472288665	0.6980942165960036	6.757496853778792	1.4039609013236597e-11	4.084880723586874e-9	6346	CCL1
ENSG00000105855	763.5690235814869	4.336532106163496	0.5184638169024889	8.36419430785292	6.052710007961579e-17	1.1785557571656266e-13	3696	ITGB8
ENSG00000123610	350.98436124211906	4.264433279445866	0.641272137080146	6.649958781715942	2.9317511056154125e-11	7.421141573644293e-9	7130	TNFAIP6
ENSG00000127318	40.03074757512982	4.228351006190167	0.6750886499489784	6.263401120000662	3.766700387329608e-10	6.85945948953053e-8	50616	IL22
ENSG00000262406	782.6193462352651	4.210642469549416	0.7270730565031075	5.791223360415392	6.987557670629058e-9	7.369835304859723e-7	4321	MMP12
ENSG00000140284	309.6366555291095	4.165171482092841	0.5074749474950648	8.207639613841918	2.2557908945068033e-16	3.8067223275100475e-13	11001	SLC27A2
ENSG00000073756	800.4230777885158	4.036783771447479	0.6272051901997484	6.436145354858861	1.2254568567315476e-10	2.5849991178704722e-8	5743	PTGS2
ENSG00000131203	6750.52691909776	4.026402864857362	0.6843075027420157	5.883908694152251	4.0068894334397815e-9	4.7618024520498214e-7	3620	IDO1
ENSG00000173918	96.64738510632404	3.9353275593116948	0.5166639515236123	7.616803045203056	2.6003564455203245e-14	2.2697525070846888e-11	114897	C1QTNF1
ENSG00000105976	132.55691487381557	3.909321539578924	0.44031310262128837	8.87850376540195	6.776570410048134e-19	1.9059480754394268e-15	4233	MET
ENSG00000156234	36.788183063341485	3.907394946065981	0.5694128786990138	6.862147120721154	6.7833148361394584e-12	2.3848062284333072e-9	10563	CXCL13
ENSG00000115009	165.8964700393209	3.8805303330070897	0.5513941613082509	7.037670336951068	1.9548049878013984e-12	7.980964299389806e-10	6364	CCL20
ENSG00000114251	110.88653354698641	3.879506235575161	0.5810951220188002	6.676198248054898	2.4522020219769138e-11	6.33393773288792e-9	7474	WNT5A
ENSG00000122641	5912.181245968506	3.879059914202796	0.6875898779469491	5.641531439911749	1.685442552112763e-8	1.4813752542232768e-6	3624	INHBA
ENSG00000125538	16908.005460103694	3.862976320177605	0.7610099045048638	5.076118322915883	3.852234567516736e-7	1.8468108637793775e-5	3553	IL1B
ENSG00000138684	38.65384081409278	3.851726714003824	0.7186390392542278	5.359751563178334	8.33364746680574e-8	5.292752756370603e-6	59067	IL21
ENSG00000122733	25.135694638113126	3.6554446704282597	0.562349626710273	6.500306031698629	8.015678029490183e-11	1.764355286612913e-8	23349	PHF24
ENSG00000172379	137.77851233267754	3.653513632412997	0.6381342416902154	5.725305733063308	1.0324763251624091e-8	1.0086601601523832e-6	9915	ARNT2
ENSG00000157680	15.09483204648399	3.6482202307599545	0.6154539924684955	5.92768960052965	3.072265270336861e-9	3.8309483146816234e-7	9162	DGKI
ENSG00000164181	91.89678886400071	3.600826886595269	0.46113526818821965	7.80861307950433	5.782070484534253e-15	7.0516210883820056e-12	79993	ELOVL7
ENSG00000136244	843.0680737074583	3.5427698412934463	0.7162983390990882	4.9459417227594065	7.577662838292877e-7	3.1600227252999604e-5	3569	IL6
ENSG00000006118	408.00568828973087	3.4971973801145664	0.4326513527974995	8.08317680622488	6.310103602656996e-16	9.395744264356266e-13	54972	TMEM132A
ENSG00000126787	196.11057779480205	3.474109649967477	0.6671413851848904	5.207456361000102	1.9144684221721362e-7	1.0223826829207444e-5	9787	DLGAP5
ENSG00000169715	121.45407969989623	3.4543886159063177	0.6427188997963642	5.374649192673171	7.673192675282343e-8	4.993098359625243e-6	4493	MT1E
ENSG00000221887	25.210209386904015	3.4213228133177207	0.5906074305007819	5.7928881971849675	6.918616726694021e-9	7.327654610996056e-7	284293	HMSD
ENSG00000123689	594.1214773500219	3.4140457388988668	0.6209848390598713	5.497792416425978	3.84575258772072e-8	2.871608709527274e-6	50486	G0S2
ENSG00000115008	480.6740738464071	3.410339624892701	0.7453645584402251	4.575398154198923	4.7531515363827785e-6	1.4272422875499083e-4	3552	IL1A
