Ensembl	baseMean	log2FoldChange	lfcSE	stat	P.Value	adj.P.Val	GeneID	Symbol
ENSG00000204388	126387.49211191064	7.802546653589378	1.5649052140245072	4.98595479372413	6.165656083734408e-7	1.3561305192313398e-4	3304	HSPA1B
ENSG00000257335	10237.232540040204	7.604138405449427	1.5623817407874492	4.867016944026047	1.1329531897081156e-6	1.8017496195076876e-4	8972	MGAM
ENSG00000102010	1048.9232950940584	7.479492358790454	1.4797796241572516	5.05446367600182	4.3160188887163104e-7	1.122743840165267e-4	660	BMX
ENSG00000118520	8452.587683906666	7.373235296629793	1.5196313897926785	4.851989335147726	1.2222919739676995e-6	1.8735674263619344e-4	383	ARG1
ENSG00000163958	1393.6273422615611	7.097970170919297	1.6653514824275626	4.262145406429561	2.024736216874702e-5	8.269568705999486e-4	131540	ZDHHC19
ENSG00000158089	563.1988709275295	6.675298108727238	1.4190238863467703	4.704147811008713	2.549285130861687e-6	2.808688955058661e-4	79623	GALNT14
ENSG00000229644	12128.045316475145	6.656636499489505	1.0262786621708502	6.486188152259701	8.80352165650103e-11	4.480112170993374e-7	646309	NAMPTP1
ENSG00000257743	179.07051102450498	6.5546174579826335	1.461497315274524	4.484864521801349	7.2960276733891845e-6	4.936552866610663e-4	93432	MGAM2
ENSG00000248672	302.15081200004835	6.336010077929337	0.8433303242668216	7.513082235525879	5.775122393966172e-14	7.347399465723462e-10	100526664	LY75-CD302
ENSG00000173110	17318.33350510339	6.311017942690146	1.1216355710730157	5.626620718396701	1.8377419111325822e-8	1.9483892886986898e-5	3310	HSPA6
ENSG00000115590	20938.891885273668	6.3085770224920035	1.6252905470362071	3.8815072381956486	1.0381106164299676e-4	0.0019741946662974984	7850	IL1R2
ENSG00000112299	7585.25580271479	6.209396758320594	1.114379650926275	5.5720658154151765	2.517362782377065e-8	2.279971763226077e-5	8876	VNN1
ENSG00000162551	19754.890983004338	6.170255247442042	1.739770203112659	3.546592093830961	3.902483170722195e-4	0.004140895924896841	249	ALPL
ENSG00000138772	7566.157508239565	6.134016243953762	1.1414560565161633	5.37385229062202	7.70720017592343e-8	4.172546988858971e-5	306	ANXA3
ENSG00000152760	157.19483036659005	6.007695104092439	1.42523259970505	4.215238344488979	2.4951453159410823e-5	9.161467902470539e-4	200132	DYNLT5
ENSG00000184611	91.11436476511385	5.811335368196707	1.1930558617737126	4.8709666951864365	1.11053560067928e-6	1.777206186118508e-4	90134	KCNH7
ENSG00000134827	920.2234362140849	5.7746987756485595	1.040985530066873	5.547338179885739	2.9005139481470526e-8	2.3084005330914524e-5	6947	TCN1
ENSG00000163221	33047.56777663188	5.715070955698639	1.1086576278161988	5.154946678133643	2.537031112023365e-7	8.31992930912451e-5	6283	S100A12
ENSG00000101425	2119.2827924562594	5.58302853801237	1.13183914920581	4.932704918300339	8.109862559690956e-7	1.528558909861751e-4	671	BPI
ENSG00000012223	9516.703806628388	5.538816377362875	1.1400895269609925	4.858229328820404	1.1844018051122587e-6	1.848902081661437e-4	4057	LTF
ENSG00000112303	23132.705311340822	5.506801361625322	0.9821282517172853	5.6070084044486945	2.0585366866859308e-8	2.014594845873981e-5	8875	VNN2
ENSG00000265531	711.7689954660788	5.484798737043508	1.455279625031949	3.7688968104140774	1.6397065269686283e-4	0.002473167313498325	100132417	FCGR1CP
ENSG00000166527	3816.010263769078	5.432043919859947	1.1125959022772574	4.882315231200886	1.0484746696564405e-6	1.7101562800902646e-4	338339	CLEC4D
ENSG00000183019	5990.154045268754	5.418877433804557	1.1107286736470923	4.878668897608992	1.0680418290323012e-6	1.7309760725940703e-4	199675	MCEMP1
ENSG00000276644	534.1727396931882	5.417190103182086	0.9853030115629638	5.497994058283573	3.8413587094117086e-8	2.58620531251988e-5	1602	DACH1
ENSG00000065618	369.7741542219015	5.415643070141455	1.426401074961022	3.796718303994157	1.466242440157162e-4	0.002347925669590874	1308	COL17A1
ENSG00000163421	5966.519543969368	5.361006093071828	1.1229836424979058	4.7738950864387375	1.8069653976010986e-6	2.322133057674745e-4	60675	PROK2
ENSG00000163464	6870.769835650482	5.304004996829408	1.1450007796755985	4.63231562019734	3.615983289200439e-6	3.274330775576696e-4	3577	CXCR1
ENSG00000173535	3289.6794819879283	5.291501987515024	1.0775005950629357	4.910904004842756	9.06574645009366e-7	1.6131322966617706e-4	8794	TNFRSF10C
ENSG00000127954	8156.243312473823	5.226522696473216	1.0064936579687809	5.1928024136991935	2.0715199893497823e-7	7.704909941600164e-5	79689	STEAP4
ENSG00000148346	6953.657358186777	5.203932547710386	1.3970225234265605	3.7250169273909703	1.9530211620879268e-4	0.0027445527306455483	3934	LCN2
ENSG00000196083	7651.6494474349665	5.188876880491829	0.9266514234225315	5.599599535850302	2.1484754438971167e-8	2.0247391729615604e-5	3556	IL1RAP
ENSG00000185897	646.7816993794322	5.188334370021684	1.5031296653598571	3.4516878281286325	5.570918592312487e-4	0.00511815800183121	2865	FFAR3
ENSG00000187116	2446.6224219060723	5.153657895561552	1.1511962440358436	4.476784842082136	7.577554689529982e-6	5.095716343343595e-4	353514	LILRA5
ENSG00000133101	294.7539340487148	5.058753017291616	1.0314044003623595	4.904723128497749	9.35592142695847e-7	1.6305576760887553e-4	8900	CCNA1
ENSG00000203710	10616.413975243844	5.053233491842661	0.950474577302309	5.316537246251274	1.0576058165691179e-7	5.2766235299218047e-5	1378	CR1
ENSG00000233030	253.40753426944102	5.031580317268169	1.1109174966472546	4.529211514314485	5.920420893334194e-6	4.399142952086079e-4	124904411	LOC124904411
ENSG00000115271	16081.027936708617	5.021001529657891	0.9759689569992106	5.144632412383125	2.680451371752337e-7	8.525510644279777e-5	25801	GCA
ENSG00000123836	5045.397984597963	5.018828102795929	0.9973633375485591	5.032096041480545	4.851460991274794e-7	1.1739450991249581e-4	5208	PFKFB2
ENSG00000148926	5561.502072348999	5.0143755845480475	0.977721618255217	5.128633233554148	2.918533108008687e-7	9.05635060161964e-5	133	ADM
ENSG00000163993	2751.1792090513195	4.986532300819165	1.035417537085791	4.815962761123292	1.4649184362724455e-6	2.0940926747726056e-4	6286	S100P
ENSG00000153208	1093.912979399582	4.972865197785476	0.9839263937786753	5.054102856909512	4.3241853541440815e-7	1.122743840165267e-4	10461	MERTK
ENSG00000162747	8653.673499916214	4.93395911358016	1.3958275274469396	3.534791381141978	4.0809721563262976e-4	0.004263004263783228	2215	FCGR3B
ENSG00000124785	175.03888881421423	4.933870228489578	1.0205679535761984	4.834435777843774	1.3352380146762995e-6	2.0030460898180086e-4	51299	NRN1
ENSG00000096006	524.8050922251444	4.88895723237535	1.108007858058912	4.412384981583233	1.0223811051170037e-5	5.912383459023218e-4	10321	CRISP3
ENSG00000008438	893.1724047282102	4.883181056783682	1.080465367183708	4.519516501960596	6.1981016729617036e-6	4.506019916243159e-4	8993	PGLYRP1
ENSG00000133116	93.83302702917113	4.872036129137578	1.4886200161679917	3.2728541039500345	0.0010646741789201166	0.007774992888603017	9365	KL
ENSG00000151726	51088.93043240216	4.856811188621237	0.8941668599183366	5.431660919601522	5.5831936130468425e-8	3.4329085787419204e-5	2180	ACSL1
