GeneID	Symbol	log2FoldChange	AveExpr	t	P.Value	adj.P.Val	infected	control
1786	NA	28.252453269567127	55.01640571672322	4.208735671034625	3.2900598014917417e-4	0.01820709588588909	59.725147928317696	31.47269465875057
3566	NA	19.659750276180553	24.334915497968144	3.6326656478820105	0.0013778683932107218	0.03481812960424935	27.611540543998238	7.951790267817685
6009	NA	18.196759489854042	18.928251681397857	4.150697853393941	3.8040678330109306e-4	0.01938823421697467	21.961044929706862	3.764285439852819
1017	NA	10.694820529467556	36.60409811289784	3.40818332016015	0.0023870875614588963	0.046889646578381926	38.38656820114242	27.69174767167486
22827	NA	5.70221241839511	13.918452696726426	3.662112336307342	0.001281442549866711	0.03355838091077108	14.86882143312561	9.1666090147305
3553	NA	2.042263339208512	2.8513709237895326	3.4413096978967297	0.002202107897036668	0.04482631390752602	3.191748146990952	1.14948480778244
3091	NA	1.9783962964534747	3.2159258225575567	4.930929401922499	5.397431743036299e-5	0.007023221680220493	3.545658538633135	1.5672622421796603
392	NA	1.5036112914825335	8.93059473701977	3.6323988162720378	0.0013787739241416107	0.03481812960424935	9.181196618933527	7.677585327450993
8243	NA	1.4483426337938994	5.494542118193948	3.8404630310514243	8.242356727981234e-4	0.027177524499902524	5.7359325571595985	4.287589923365699
23536	NA	1.4363039050169992	3.296931158519025	3.702646675890426	0.0011594714768726302	0.0320891565491236	3.5363151426885255	2.1000112376715263
3312	NA	1.4359620954711902	1.091839514193292	3.84792402103151	8.091095555398542e-4	0.027029997520673255	1.3311665301051572	-0.10479556536603302
211	NA	1.267671453365506	3.2317984910621225	4.084287672258609	4.490768039239503e-4	0.020902483964460233	3.4430770666230397	2.1754056132575337
9988	NA	1.04834892645767	1.2038949302987165	3.5719900060160943	0.0015995408284356892	0.03713829280334763	1.378619751374995	0.33027082491732507
5096	NA	0.9467353317857012	2.705191997169201	3.95416260378935	6.212569070777893e-4	0.02375299135632483	2.8629812191334842	1.916245887347783
9641	NA	0.9257615627765032	3.2749423012337946	4.32637663228263	2.4507191144824487e-4	0.01568460233268767	3.4292358950298794	2.503474332253376
