node	type
ADRB2	source
BIRC2	source
ALDH7A1	source
BCL2	source
CBR3	source
CD44	source
CXCL2	source
HADH	source
HMGCS1	source
GADD45B	source
PTPRF	source
STXBP1	source
TSPAN4	source
TOP2A	source
CXCR4	source
TRIB1	source
TNFSF11	target
DLG2	target
KMT2C	target
PALB2	target
BARD1	target
PPP2R2A	target
RAD51B	target
RAD51D	target
FANCL	target
ARAF	target
ZHX2	target
MAPK6	target
SLC15A2	target
MAPK4	target
MAPK7	target
TSHB	target
AGT	target
SCAP	target
FOXA3	target
COQ2	target
HNF1A	target
USP24	target
LPA	target
PLIN1	target
CYP1B1	target
CD80	target
GRIN3A	target
NR1I2	target
ITGAM	target
F2RL1	target
ANKS1B	target
SNAP25	target
HTR5A	target
CACNA1H	target
ADRA2A	target
GFER	target
HTR7	target
GABPA	target
APOB	target
HSF1	target
PON1	target
CD34	target
MBP	target
CDC25C	target
PKN1	target
PKN3	target
PRKX	target
PRKACB	target
GATA2	target
CYP2A13	target
CTSB	target
CAMK2A	target
HSD17B3	target
IAPP	target
SMAD2	target
THBD	target
DFFB	target
DNMT3B	target
HDAC6	target
CHD4	target
HPSE	target
GJA1	target
GTF2E1	target
PGR	target
HLA-DQA1	target
EEF2K	target
NF2	target
TOP2A	target
BTF3P11	target
SREBF1	target
SLC15A1	target
LIPC	target
DRD2	target
COP 1	target
CYP3A7	target
HMGB1	target
AVPR2	target
AQP9	target
VIP	target
PEBP1	target
KRT19	target
S100A10	target
SDS	target
UBR1	target
TSC22D3	target
CHKA	target
FABP1	target
ACTC1	target
MT1F	target
TEAD1	target
CRISPLD2	target
SLC22A2	target
PLAU	target
XDH	target
CREBBP	target
ALPP	target
DSE	target
TSPYL1	target
KCNMB1	target
GRK4	target
NOS1AP	target
KCNIP1	target
PLEKHH2	target
KCNJ5	target
KCNA4	target
MYO9B	target
CACNA2D1	target
DRD2	target
BCAR1	target
ATP2A2	target
IL23R	target
PTGES	target
IGFBP3	target
ATP2A3	target
MT-CO2	target
FDFT1	target
KCNE1	target
C18orf21	target
MBNL1	target
SIRT4	target
SIRT6	target
SIRT7	target
SMARCB1	target
ACTL6A	target
NOS1AP	target
HYKK	target
DRD5	target
DRD4	target
XBP1	target
GRIK2	target
GRIA2	target
PIP	target
TFF3	target
PLD1	target
PLD2	target
ZNF423	target
LRMDA	target
FMO1	target
RRAS2	target
CALY	target
LIPA	target
SNAP91	target
ADRA2A	target
KCNJ1	target
ADRA2B	target
SLC12A3	target
LTA4H	target
ACKR1	target
ASS1	target
AQP4	target
HLA-DQB1	target
PPT1	target
HTT	target
IL5	target
CD80	target
TFPI	target
CCNE1	target
ESRRA	target
EPHX2	target
LEP	target
CYP2J2	target
CHRM4	target
CHRM5	target
PDGFRB	target
NR3C1	target
HES1	target
EGR2	target
HOXD1	target
MST1	target
HAS3	target
RARRES1	target
BHLHE40	target
ERVK2	target
NR2C1	target
HOXB1	target
NRIP1	target
OCLN	target
MDK	target
FUS	target
HSPA1A	target
PRRC2A	target
POLR1HASP	target
BAG6	target
LTA	target
HSPA1L	target
FBXW7	target
PTPRD	target
FKBP1A	target
BDKRB1	target
CYP2A6	target
ATP10A	target
SLC14A2	target
N6AMT1	target
CES1P1	target
B4GALT2	target
HRH1	target
ADRA1A	target
ADRA1A	target
ADRA1A	target
SPG7	target
SNORD68	target
CHST3	target
SULT1C4	target
MECOM	target
TNNC1	target
SULT1A1	target
KCNJ1	target
PTGS2	target
CYP11A1	target
RYR1	target
RYR3	target
MAML3	target
SKOR2	target
MCPH1	target
CD44	target
CCL11	target
TSHR	target
FLT1	target
PDGFB	target
OR2B11	target
CACNA2D1	target
SLC19A1	target
AGTR1	target
HMGCR	target
ICMT	target
ZNF542P	target
SCAP	target
PON1	target
NPC1L1	target
PLA2G4A	target
SLC6A2	target
ADRA2A	target
PTGS2	target
CYP2J2	target
MT-CYB	target
CCR5	target
SYK	target
IKBKG	target
HEXA	target
BTF3P11	target
PHEX	target
DDIT4	target
FCHSD1	target
NEFM	target
FKBP5	target
CHRM1	target
KCNJ1	target
SLC6A4	target
HTR2B	target
DBH	target
ANKK1	target
RXRA	target
RXRG	target
RXRB	target
STAT5B	target
STAT5A	target
CGB5	target
MBL2	target
GNRHR2	target
CYP1B1	target
THPO	target
ANXA1	target
NTS	target
EPM2A	target
CCK	target
CCN2	target
G6PD	target
HTR4	target
SCN5A	target
EHF	target
CDH4	target
CNTN4	target
HTR1F	target
HPSE	target
ESRRA	target
SERPINA6	target
CYP1A2	target
CYP2D6	target
TFAP2A	target
HTR1A	target
CYP3A5	target
DPEP1	target
CACNG1	target
OPRK1	target
HRH1	target
USP1	target
PPY	target
HTR2A	target
GLRA1	target
NISCH	target
RGS4	target
GMNN	target
CEL	target
GDF15	target
RIPK1	target
PECAM1	target
SLC2A3	target
FOXO3	target
ADRA1D	target
CLCA1	target
HTR2B	target
ALOX5	target
